Original Index,TimeSec,SleepLVL,HR
204,6900,2,51.0
205,6930,2,50.0
206,6960,2,51.0
207,6990,2,50.0
208,7020,2,50.0
209,7050,2,50.0
210,7080,2,48.0
211,7110,2,56.0
212,7140,2,50.0
213,7170,2,50.0
214,7200,3,50.0
215,7230,3,50.0
216,7260,3,50.0
217,7290,3,50.0
218,7320,3,50.0
219,7350,3,50.0
220,7380,3,50.0
221,7410,3,51.0
222,7440,3,49.0
223,7470,3,49.0
224,7500,3,50.0
225,7530,3,49.0
226,7560,3,50.0
227,7590,3,50.0
228,7620,3,50.0
229,7650,3,50.0
230,7680,3,50.0
231,7710,3,50.0
232,7740,3,51.0
233,7770,3,50.0
234,7800,3,50.0
235,7830,3,50.0
236,7860,3,50.0
237,7890,3,50.0
238,7920,3,50.0
239,7950,3,50.0
240,7980,3,48.0
241,8010,3,49.0
242,8040,3,49.0
243,8070,3,49.0
244,8100,3,49.0
245,8130,3,50.0
246,8160,3,50.0
247,8190,3,49.0
248,8220,3,49.0
249,8250,3,48.0
250,8280,3,48.0
251,8310,3,49.0
252,8340,3,49.0
253,8370,3,50.0
254,8400,3,50.0
255,8430,3,50.0
256,8460,3,49.0
257,8490,3,48.0
258,8520,3,49.0
259,8550,3,48.0
260,8580,3,49.0
261,8610,3,48.0
262,8640,3,48.0
263,8670,3,48.0
264,8700,3,48.0
265,8730,3,48.0
266,8760,3,47.0
267,8790,3,47.0
268,8820,3,48.0
269,8850,3,48.0
270,8880,3,48.0
271,8910,3,47.0
272,8940,3,47.0
273,8970,3,47.0
274,9000,3,46.0
275,9030,3,45.0
276,9060,2,49.0
277,9090,2,48.0
278,9120,5,48.0
279,9150,5,47.0
280,9180,5,48.0
281,9210,5,66.0
282,9240,5,100.0
283,9270,5,80.0
284,9300,5,43.0
285,9330,5,44.0
286,9360,5,44.0
287,9390,5,44.0
288,9420,5,45.0
289,9450,5,47.0
290,9480,5,43.0
291,9510,5,42.0
292,9540,5,43.0
293,9570,5,43.0
294,9600,5,46.0
295,9630,5,46.0
296,9660,5,44.0
297,9690,5,45.0
298,9720,5,45.0
299,9750,5,46.0
300,9780,0,47.0
301,9810,1,69.0
302,9840,1,86.0
303,9870,2,45.0
304,9900,2,45.0
305,9930,2,46.0
306,9960,2,46.0
307,9990,2,46.0
308,10020,2,46.0
309,10050,2,47.0
310,10080,2,49.0
311,10110,2,47.0
312,10140,2,47.0
313,10170,2,46.0
314,10200,2,48.0
315,10230,2,47.0
316,10260,2,47.0
317,10290,2,48.0
318,10320,2,47.0
319,10350,2,85.0
320,10380,2,45.0
321,10410,2,44.0
322,10440,2,49.0
323,10470,2,48.0
324,10500,2,47.0
325,10530,2,47.0
326,10560,2,48.0
327,10590,2,48.0
328,10620,1,44.0
329,10650,1,47.0
330,10680,1,47.0
331,10710,1,46.0
332,10740,2,47.0
333,10770,2,48.0
334,10800,2,49.0
335,10830,2,49.0
336,10860,2,50.0
337,10890,2,49.0
338,10920,2,49.0
339,10950,2,95.0
340,10980,2,95.0
341,11010,2,94.0
342,11040,2,95.0
343,11070,2,95.0
344,11100,2,93.0
345,11130,2,95.0
346,11160,2,96.0
347,11190,2,96.0
348,11220,2,96.0
349,11250,2,49.0
350,11280,2,49.0
351,11310,2,49.0
352,11340,2,93.0
353,11370,2,99.0
354,11400,2,95.0
355,11430,2,95.0
356,11460,2,93.0
357,11490,2,93.0
358,11520,2,95.0
359,11550,2,95.0
360,11580,2,94.0
361,11610,2,95.0
362,11640,2,95.0
363,11670,2,94.0
364,11700,2,95.0
365,11730,2,95.0
366,11760,2,95.0
367,11790,2,95.0
368,11820,2,95.0
369,11850,2,95.0
370,11880,2,95.0
371,11910,2,97.0
372,11940,0,96.0
373,11970,0,87.0
374,12000,1,88.0
375,12030,2,86.0
376,12060,2,113.0
377,12090,2,82.0
378,12120,2,82.0
379,12150,2,46.0
380,12180,2,46.0
381,12210,2,46.0
382,12240,5,46.0
383,12270,5,46.0
384,12300,5,52.0
385,12330,5,48.0
386,12360,5,46.0
387,12390,5,46.0
388,12420,5,46.0
389,12450,5,46.0
390,12480,5,47.0
391,12510,5,47.0
392,12540,5,47.0
393,12570,5,48.0
394,12600,5,47.0
395,12630,5,46.0
396,12660,5,65.0
397,12690,5,66.0
398,12720,0,68.0
399,12750,5,78.0
400,12780,5,86.0
401,12810,5,86.0
402,12840,5,48.0
403,12870,5,49.0
404,12900,5,47.0
405,12930,5,48.0
406,12960,5,49.0
407,12990,5,47.0
408,13020,5,49.0
409,13050,5,49.0
410,13080,5,49.0
411,13110,5,49.0
412,13140,5,66.0
413,13170,5,47.0
414,13200,5,64.0
415,13230,5,47.0
416,13260,5,48.0
417,13290,5,45.0
418,13320,5,45.0
419,13350,5,45.0
420,13380,5,50.0
421,13410,5,61.0
422,13440,5,49.0
423,13470,5,48.0
424,13500,5,48.0
425,13530,5,48.0
426,13560,5,46.0
427,13590,5,46.0
428,13620,5,85.0
429,13650,5,86.0
430,13680,5,86.0
431,13710,5,49.0
432,13740,5,44.0
433,13770,5,44.0
434,13800,5,77.0
435,13830,5,68.0
436,13860,5,69.0
437,13890,5,67.0
438,13920,5,72.0
439,13950,5,50.0
440,13980,5,48.0
441,14010,5,49.0
442,14040,5,47.0
443,14070,5,50.0
444,14100,5,66.0
445,14130,5,44.0
446,14160,5,61.0
447,14190,5,65.0
448,14220,5,65.0
449,14250,5,76.0
450,14280,5,86.0
451,14310,5,86.0
452,14340,5,47.0
453,14370,5,45.0
454,14400,5,45.0
455,14430,5,47.0
456,14460,5,44.0
457,14490,5,47.0
458,14520,5,65.0
459,14550,5,48.0
460,14580,5,48.0
461,14610,5,61.0
462,14640,1,61.0
463,14670,1,79.0
464,14700,1,47.0
465,14730,1,49.0
466,14760,1,48.0
467,14790,2,50.0
468,14820,2,50.0
469,14850,2,45.0
470,14880,2,46.0
471,14910,2,46.0
472,14940,2,49.0
473,14970,2,48.0
474,15000,2,45.0
475,15030,2,48.0
476,15060,2,48.0
477,15090,2,48.0
478,15120,2,47.0
479,15150,2,45.0
480,15180,2,47.0
481,15210,2,47.0
482,15240,2,48.0
483,15270,2,47.0
484,15300,2,47.0
485,15330,2,48.0
486,15360,2,47.0
487,15390,2,49.0
488,15420,2,47.0
489,15450,2,46.0
490,15480,2,47.0
491,15510,2,50.0
492,15540,1,50.0
493,15570,1,82.0
494,15600,2,46.0
495,15630,2,48.0
496,15660,2,48.0
497,15690,2,48.0
498,15720,2,48.0
499,15750,2,48.0
500,15780,2,48.0
501,15810,2,48.0
502,15840,2,48.0
503,15870,2,48.0
504,15900,2,48.0
505,15930,2,49.0
506,15960,2,49.0
507,15990,2,49.0
508,16020,2,49.0
509,16050,2,48.0
510,16080,2,49.0
511,16110,2,50.0
512,16140,2,48.0
513,16170,2,47.0
514,16200,2,47.0
515,16230,2,48.0
516,16260,2,47.0
517,16290,2,48.0
518,16320,2,48.0
519,16350,2,48.0
520,16380,2,48.0
521,16410,2,47.0
522,16440,2,48.0
523,16470,2,47.0
524,16500,2,48.0
525,16530,2,48.0
526,16560,2,46.0
527,16590,2,48.0
528,16620,2,47.0
529,16650,2,47.0
530,16680,2,47.0
531,16710,2,48.0
532,16740,2,50.0
533,16770,2,48.0
534,16800,2,48.0
535,16830,2,49.0
536,16860,2,47.0
537,16890,2,49.0
538,16920,2,47.0
539,16950,2,48.0
540,16980,2,48.0
541,17010,2,48.0
542,17040,2,46.0
543,17070,2,46.0
544,17100,2,47.0
545,17130,2,48.0
546,17160,2,49.0
547,17190,2,47.0
548,17220,2,48.0
549,17250,2,48.0
550,17280,2,47.0
551,17310,2,48.0
552,17340,2,50.0
553,17370,2,49.0
554,17400,2,49.0
555,17430,2,48.0
556,17460,2,48.0
557,17490,2,48.0
558,17520,2,48.0
559,17550,2,47.0
560,17580,2,48.0
561,17610,2,47.0
562,17640,2,47.0
563,17670,2,46.0
564,17700,2,47.0
565,17730,2,48.0
566,17760,2,46.0
567,17790,2,48.0
568,17820,2,47.0
569,17850,2,48.0
570,17880,2,46.0
571,17910,2,46.0
572,17940,5,47.0
573,17970,5,46.0
574,18000,5,50.0
575,18030,5,49.0
576,18060,5,49.0
577,18090,5,48.0
578,18120,5,46.0
579,18150,5,63.0
580,18180,1,77.0
581,18210,1,77.0
582,18240,1,68.0
583,18270,2,47.0
584,18300,2,49.0
585,18330,2,48.0
586,18360,2,49.0
587,18390,1,61.0
588,18420,1,47.0
589,18450,2,46.0
590,18480,2,48.0
591,18510,2,48.0
592,18540,2,50.0
593,18570,2,48.0
594,18600,2,48.0
595,18630,2,49.0
596,18660,2,48.0
597,18690,2,50.0
598,18720,2,49.0
599,18750,2,49.0
600,18780,2,49.0
601,18810,2,48.0
602,18840,0,47.0
603,18870,1,47.0
604,18900,1,45.0
605,18930,2,46.0
606,18960,2,55.0
607,18990,2,50.0
608,19020,2,49.0
609,19050,0,48.0
610,19080,1,72.0
611,19110,1,87.0
612,19140,2,46.0
613,19170,2,48.0
614,19200,2,47.0
615,19230,2,46.0
616,19260,2,46.0
617,19290,2,46.0
618,19320,2,47.0
619,19350,2,47.0
620,19380,2,47.0
621,19410,2,47.0
622,19440,2,47.0
623,19470,2,46.0
624,19500,2,46.0
625,19530,2,49.0
626,19560,2,47.0
627,19590,2,45.0
628,19620,2,46.0
629,19650,2,47.0
630,19680,2,47.0
631,19710,2,47.0
632,19740,2,48.0
633,19770,2,46.0
634,19800,2,48.0
635,19830,2,47.0
636,19860,2,47.0
637,19890,2,47.0
638,19920,2,47.0
639,19950,2,46.0
640,19980,2,47.0
641,20010,2,47.0
642,20040,2,47.0
643,20070,2,49.0
644,20100,2,47.0
645,20130,2,46.0
646,20160,2,46.0
647,20190,2,46.0
648,20220,2,46.0
649,20250,2,46.0
650,20280,2,47.0
651,20310,2,47.0
652,20340,2,47.0
653,20370,2,47.0
654,20400,2,48.0
655,20430,2,47.0
656,20460,2,45.0
657,20490,2,46.0
658,20520,2,45.0
659,20550,2,48.0
660,20580,2,47.0
661,20610,2,46.0
662,20640,2,46.0
663,20670,2,46.0
664,20700,2,46.0
665,20730,2,46.0
666,20760,2,46.0
667,20790,2,47.0
668,20820,2,48.0
669,20850,2,47.0
670,20880,1,62.0
671,20910,2,50.0
672,20940,2,48.0
673,20970,2,47.0
674,21000,2,47.0
675,21030,2,47.0
676,21060,2,48.0
677,21090,2,48.0
678,21120,2,47.0
679,21150,1,46.0
680,21180,2,82.0
681,21210,2,83.0
682,21240,1,82.0
683,21270,2,89.0
684,21300,2,46.0
685,21330,2,45.0
686,21360,2,47.0
687,21390,2,44.0
688,21420,2,46.0
689,21450,2,46.0
690,21480,1,46.0
691,21510,2,79.0
692,21540,2,46.0
693,21570,2,45.0
694,21600,2,46.0
695,21630,2,46.0
696,21660,2,46.0
697,21690,2,47.0
698,21720,2,44.0
699,21750,1,45.0
700,21780,2,88.0
701,21810,2,86.0
702,21840,2,47.0
703,21870,2,49.0
704,21900,2,48.0
705,21930,2,48.0
706,21960,2,46.0
707,21990,2,47.0
708,22020,2,49.0
709,22050,2,48.0
710,22080,2,48.0
711,22110,2,46.0
712,22140,5,47.0
713,22170,5,48.0
714,22200,5,46.0
715,22230,5,47.0
716,22260,5,45.0
717,22290,5,50.0
718,22320,5,50.0
719,22350,5,50.0
720,22380,5,65.0
721,22410,5,48.0
722,22440,5,45.0
723,22470,5,44.0
724,22500,1,47.0
725,22530,0,74.0
726,22560,1,73.0
727,22590,5,83.0
728,22620,5,83.0
729,22650,5,73.0
730,22680,5,65.0
731,22710,5,66.0
732,22740,5,78.0
733,22770,5,80.0
734,22800,5,82.0
735,22830,5,81.0
736,22860,5,83.0
737,22890,5,45.0
738,22920,5,73.0
739,22950,1,78.0
740,22980,1,76.0
741,23010,1,86.0
742,23040,1,46.0
743,23070,2,47.0
744,23100,2,48.0
745,23130,2,48.0
746,23160,2,47.0
747,23190,2,46.0
748,23220,2,47.0
749,23250,2,49.0
750,23280,2,49.0
751,23310,2,46.0
752,23340,2,46.0
753,23370,2,48.0
754,23400,2,46.0
755,23430,2,46.0
756,23460,2,46.0
757,23490,2,44.0
758,23520,2,45.0
759,23550,2,47.0
760,23580,2,47.0
761,23610,2,48.0
762,23640,2,48.0
763,23670,2,47.0
764,23700,2,48.0
765,23730,2,47.0
766,23760,2,47.0
767,23790,2,47.0
768,23820,2,47.0
769,23850,2,48.0
770,23880,2,48.0
771,23910,2,47.0
772,23940,2,46.0
773,23970,2,47.0
774,24000,2,47.0
775,24030,2,47.0
776,24060,2,47.0
777,24090,2,48.0
778,24120,2,48.0
779,24150,2,44.0
780,24180,2,47.0
781,24210,2,46.0
782,24240,2,48.0
783,24270,1,89.0
784,24300,2,89.0
785,24330,2,44.0
786,24360,2,45.0
787,24390,2,46.0
788,24420,2,47.0
789,24450,2,46.0
790,24480,2,46.0
791,24510,1,48.0
792,24540,1,46.0
793,24570,2,46.0
794,24600,2,47.0
795,24630,2,48.0
796,24660,2,47.0
797,24690,2,46.0
798,24720,2,46.0
799,24750,2,46.0
800,24780,2,49.0
801,24810,2,48.0
802,24840,2,46.0
803,24870,2,47.0
804,24900,2,50.0
805,24930,2,49.0
806,24960,2,47.0
807,24990,2,45.0
808,25020,2,47.0
809,25050,2,47.0
810,25080,2,49.0
811,25110,2,44.0
812,25140,2,45.0
813,25170,2,45.0
814,25200,2,46.0
815,25230,2,46.0
816,25260,2,47.0
817,25290,0,47.0
818,25320,1,47.0
819,25350,2,44.0
820,25380,2,44.0
821,25410,2,47.0
822,25440,2,47.0
823,25470,2,47.0
824,25500,2,48.0
825,25530,5,47.0
826,25560,5,43.0
827,25590,5,46.0
828,25620,5,46.0
829,25650,5,63.0
830,25680,5,64.0
831,25710,5,68.0
832,25740,5,75.0
833,25770,5,49.0
834,25800,5,50.0
835,25830,5,62.0
836,25860,5,63.0
837,25890,5,43.0
838,25920,5,43.0
839,25950,5,47.0
840,25980,5,55.0
841,26010,5,59.0
842,26040,5,57.0
843,26070,5,49.0
844,26100,5,46.0
845,26130,5,48.0
846,26160,5,46.0
847,26190,5,74.0
848,26220,5,49.0
849,26250,5,63.0
850,26280,5,59.0
851,26310,1,77.0
852,26340,0,77.0
853,26370,1,80.0
854,26400,1,84.0
855,26430,5,45.0
856,26460,5,46.0
857,26490,5,47.0
858,26520,5,45.0
859,26550,5,46.0
860,26580,5,48.0
861,26610,5,48.0
862,26640,5,47.0
863,26670,5,47.0
864,26700,5,46.0
865,26730,0,47.0
866,26760,1,57.0
867,26790,1,43.0
868,26820,5,74.0
869,26850,5,74.0
870,26880,5,126.0
871,26910,5,126.0
872,26940,5,126.0
873,26970,5,124.0
874,27000,5,128.0
875,27030,5,128.0
876,27060,0,74.0
877,27090,1,90.0
878,27120,2,85.0
879,27150,2,88.0
880,27180,2,92.0
881,27210,2,48.0
882,27240,2,49.0
883,27270,2,48.0
884,27300,2,46.0
885,27330,2,46.0
886,27360,2,44.0
887,27390,2,48.0
888,27420,2,46.0
889,27450,2,44.0
890,27480,2,47.0
891,27510,2,46.0
892,27540,2,47.0
893,27570,2,48.0
894,27600,2,43.0
895,27630,2,46.0
896,27660,2,46.0
897,27690,2,45.0
898,27720,2,46.0
899,27750,2,46.0
900,27780,2,47.0
901,27810,2,47.0
902,27840,2,46.0
903,27870,2,46.0
904,27900,2,46.0
905,27930,2,47.0
906,27960,2,47.0
907,27990,2,45.0
908,28020,2,48.0
909,28050,2,47.0
910,28080,2,45.0
911,28110,2,46.0
912,28140,2,49.0
913,28170,5,43.0
914,28200,5,45.0
915,28230,5,43.0
916,28260,5,41.0
917,28290,5,68.0
918,28320,5,44.0
919,28350,5,59.0
920,28380,5,46.0
921,28410,0,53.0
922,28440,1,55.0
923,28470,2,43.0
924,28500,2,45.0
925,28530,5,44.0
926,28560,5,45.0
927,28590,5,45.0
928,28620,5,45.0
929,28650,5,45.0
930,28680,5,48.0
931,28710,5,44.0
932,28740,5,46.0
933,28770,5,48.0
934,28800,5,73.0
935,28830,5,74.0
936,28860,5,46.0
937,28890,1,47.0
938,28920,2,91.0
939,28950,5,85.0
940,28980,5,46.0
941,29010,5,46.0
942,29040,5,48.0
943,29070,2,48.0
944,29100,2,50.0
945,29130,2,45.0
946,29160,2,45.0
947,29190,2,47.0
948,29220,2,48.0
949,29250,2,46.0
950,29280,2,46.0
951,29310,2,47.0
952,29340,2,47.0
953,29370,5,46.0
0,390,0,69.0
1,420,0,78.0
2,450,0,68.0
3,480,0,71.0
4,510,0,73.0
5,540,0,79.0
6,570,0,74.0
7,600,0,66.0
8,630,0,68.0
9,660,0,63.0
10,690,0,64.0
11,720,0,63.0
12,750,0,63.0
13,780,0,70.0
14,810,0,65.0
15,840,0,64.0
16,870,0,63.0
17,900,0,62.0
18,930,0,61.0
19,960,0,60.0
20,990,0,60.0
21,1020,0,64.0
22,1050,0,60.0
23,1080,0,61.0
24,1110,0,60.0
25,1140,0,60.0
26,1170,0,60.0
27,1200,0,60.0
28,1230,0,60.0
29,1260,0,62.0
30,1290,0,61.0
31,1320,0,59.0
32,1350,0,60.0
33,1380,0,59.0
34,1410,0,59.0
35,1440,0,59.0
36,1470,0,59.0
37,1500,0,59.0
38,1530,0,59.0
39,1560,0,58.0
40,1590,0,59.0
41,1620,0,59.0
42,1650,0,59.0
43,1680,1,57.0
44,1710,1,58.0
45,1740,1,57.0
46,1770,1,57.0
47,1800,2,57.0
48,1830,2,57.0
49,1860,2,58.0
50,1890,2,56.0
51,1920,1,56.0
52,1950,2,55.0
53,1980,2,56.0
54,2010,2,56.0
55,2040,2,54.0
56,2070,2,55.0
57,2100,2,56.0
58,2130,2,54.0
59,2160,2,55.0
60,2190,2,54.0
61,2220,2,55.0
62,2250,2,54.0
63,2280,2,55.0
64,2310,2,55.0
65,2340,2,54.0
66,2370,2,55.0
67,2400,2,56.0
68,2430,2,54.0
69,2460,2,57.0
70,2490,2,57.0
71,2520,2,56.0
72,2550,2,56.0
73,2580,2,57.0
74,2610,3,57.0
75,2640,3,56.0
76,2670,3,56.0
77,2700,2,57.0
78,2730,2,54.0
79,2760,2,54.0
80,2790,2,54.0
81,2820,2,54.0
82,2850,2,55.0
83,2880,3,55.0
84,2910,3,56.0
85,2940,3,57.0
86,2970,3,56.0
87,3000,3,56.0
88,3030,3,55.0
89,3060,3,57.0
90,3090,3,57.0
91,3120,3,57.0
92,3150,3,57.0
93,3180,3,56.0
94,3210,3,56.0
95,3240,3,57.0
96,3270,3,57.0
97,3300,3,57.0
98,3330,3,56.0
99,3360,3,57.0
100,3390,3,57.0
101,3420,3,57.0
102,3450,3,58.0
103,3480,3,56.0
104,3510,3,56.0
105,3540,3,56.0
106,3570,3,57.0
107,3600,3,57.0
108,3630,3,57.0
109,3660,2,58.0
110,3690,2,55.0
111,3720,2,54.0
112,3750,2,55.0
113,3780,2,56.0
114,3810,3,56.0
115,3840,3,56.0
116,3870,3,58.0
117,3900,3,57.0
118,3930,3,58.0
119,3960,3,58.0
120,3990,3,59.0
121,4020,3,59.0
122,4050,3,60.0
123,4080,3,60.0
124,4110,3,61.0
125,4140,3,61.0
126,4170,3,59.0
127,4200,3,61.0
128,4230,3,61.0
129,4260,3,61.0
130,4290,3,60.0
131,4320,3,59.0
132,4350,3,63.0
133,4380,0,62.0
134,4410,0,62.0
135,4440,0,61.0
136,4470,0,64.0
137,4500,0,60.0
138,4530,1,59.0
139,4560,2,56.0
140,4590,2,57.0
141,4620,2,59.0
142,4650,2,57.0
143,4680,2,57.0
144,4710,2,56.0
145,4740,2,57.0
146,4770,2,59.0
147,4800,2,58.0
148,4830,2,57.0
149,4860,2,55.0
150,4890,2,57.0
151,4920,2,58.0
152,4950,2,59.0
153,4980,2,59.0
154,5010,2,59.0
155,5040,2,59.0
156,5070,2,58.0
157,5100,2,58.0
158,5130,2,59.0
159,5160,3,59.0
160,5190,3,59.0
161,5220,3,59.0
162,5250,3,59.0
163,5280,3,59.0
164,5310,3,58.0
165,5340,3,59.0
166,5370,3,59.0
167,5400,3,59.0
168,5430,3,59.0
169,5460,3,59.0
170,5490,3,59.0
171,5520,3,59.0
172,5550,3,59.0
173,5580,3,59.0
174,5610,3,59.0
175,5640,3,59.0
176,5670,3,59.0
177,5700,3,59.0
178,5730,3,60.0
179,5760,3,59.0
180,5790,3,59.0
181,5820,3,59.0
182,5850,3,59.0
183,5880,3,59.0
184,5910,3,59.0
185,5940,3,59.0
186,5970,3,58.0
187,6000,3,58.0
188,6030,3,59.0
189,6060,3,59.0
190,6090,3,60.0
191,6120,3,59.0
192,6150,3,60.0
193,6180,3,60.0
194,6210,3,59.0
195,6240,3,58.0
196,6270,2,58.0
197,6300,2,56.0
198,6330,2,57.0
199,6360,2,58.0
200,6390,2,58.0
201,6420,3,58.0
202,6450,3,59.0
203,6480,3,59.0
204,6510,3,59.0
205,6540,0,58.0
206,6570,0,59.0
207,6600,2,60.0
208,6630,2,57.0
209,6660,2,66.0
210,6690,2,59.0
211,6720,2,58.0
212,6750,1,57.0
213,6780,2,56.0
214,6810,2,55.0
215,6840,2,57.0
216,6870,2,58.0
217,6900,2,57.0
218,6930,2,57.0
219,6960,2,56.0
220,6990,2,59.0
221,7020,2,57.0
222,7050,2,61.0
223,7080,2,59.0
224,7110,2,61.0
225,7140,2,63.0
226,7170,2,57.0
227,7200,2,58.0
228,7230,2,58.0
229,7260,2,55.0
230,7290,2,58.0
231,7320,2,62.0
232,7350,2,57.0
233,7380,2,58.0
234,7410,0,63.0
235,7440,1,66.0
236,7470,1,57.0
237,7500,2,59.0
238,7530,2,54.0
239,7560,2,57.0
240,7590,2,55.0
241,7620,2,55.0
242,7650,2,55.0
243,7680,2,57.0
244,7710,2,55.0
245,7740,2,55.0
246,7770,2,54.0
247,7800,2,55.0
248,7830,2,56.0
249,7860,2,54.0
250,7890,2,54.0
251,7920,2,53.0
252,7950,2,52.0
253,7980,2,54.0
254,8010,2,55.0
255,8040,2,56.0
256,8070,2,57.0
257,8100,2,57.0
258,8130,2,56.0
259,8160,2,59.0
260,8190,2,56.0
261,8220,2,55.0
262,8250,2,57.0
263,8280,2,58.0
264,8310,2,54.0
265,8340,2,57.0
266,8370,2,57.0
267,8400,2,53.0
268,8430,1,60.0
269,8460,1,59.0
270,8490,2,57.0
271,8520,1,57.0
272,8550,2,57.0
273,8580,2,55.0
274,8610,2,56.0
275,8640,2,59.0
276,8670,2,56.0
277,8700,2,58.0
278,8730,2,56.0
279,8760,2,55.0
280,8790,2,61.0
281,8820,2,58.0
282,8850,2,56.0
283,8880,2,57.0
284,8910,2,56.0
285,8940,2,58.0
286,8970,2,58.0
287,9000,2,58.0
288,9030,2,56.0
289,9060,2,57.0
290,9090,2,56.0
291,9120,2,57.0
292,9150,2,57.0
293,9180,2,63.0
294,9210,0,61.0
295,9240,0,62.0
296,9270,0,67.0
297,9300,0,67.0
298,9330,0,65.0
299,9360,0,62.0
300,9390,0,63.0
301,9420,0,63.0
302,9450,0,62.0
303,9480,0,59.0
304,9510,0,59.0
305,9540,1,59.0
306,9570,1,56.0
307,9600,2,59.0
308,9630,2,55.0
309,9660,2,60.0
310,9690,2,55.0
311,9720,2,61.0
312,9750,2,57.0
313,9780,2,56.0
314,9810,2,58.0
315,9840,2,55.0
316,9870,2,60.0
317,9900,2,56.0
318,9930,2,54.0
319,9960,2,55.0
320,9990,2,54.0
321,10020,2,53.0
322,10050,2,53.0
323,10080,2,55.0
324,10110,2,55.0
325,10140,2,60.0
326,10170,2,55.0
327,10200,2,55.0
328,10230,2,55.0
329,10260,2,55.0
330,10290,2,58.0
331,10320,2,56.0
332,10350,0,53.0
333,10380,0,65.0
334,10410,0,80.0
335,10440,0,85.0
336,10470,0,108.0
337,10500,0,108.0
338,10530,0,95.0
339,10560,0,95.0
340,10590,0,92.0
341,10620,0,85.0
342,10650,0,94.0
343,10680,0,73.0
344,10710,0,64.0
345,10740,0,61.0
346,10770,0,61.0
347,10800,0,60.0
348,10830,0,64.0
349,10860,0,61.0
350,10890,0,63.0
351,10920,0,59.0
352,10950,0,59.0
353,10980,0,59.0
354,11010,0,59.0
355,11040,0,60.0
356,11070,0,60.0
357,11100,0,72.0
358,11130,0,59.0
359,11160,0,74.0
360,11190,0,60.0
361,11220,0,61.0
362,11250,0,59.0
363,11280,0,62.0
364,11310,0,62.0
365,11340,0,57.0
366,11370,0,59.0
367,11400,0,60.0
368,11430,0,60.0
369,11460,0,60.0
370,11490,0,60.0
371,11520,0,65.0
372,11550,0,60.0
373,11580,1,60.0
374,11610,1,57.0
375,11640,0,59.0
376,11670,0,62.0
377,11700,0,60.0
378,11730,0,60.0
379,11760,1,59.0
380,11790,1,58.0
381,11820,1,57.0
382,11850,1,56.0
383,11880,0,59.0
384,11910,1,63.0
385,11940,1,55.0
386,11970,1,57.0
387,12000,0,56.0
388,12030,0,65.0
389,12060,0,59.0
390,12090,0,55.0
391,12120,1,54.0
392,12150,1,57.0
393,12180,2,57.0
394,12210,2,57.0
395,12240,2,55.0
396,12270,2,57.0
397,12300,2,56.0
398,12330,2,55.0
399,12360,2,55.0
400,12390,2,57.0
401,12420,2,54.0
402,12450,2,54.0
403,12480,2,57.0
404,12510,2,54.0
405,12540,2,60.0
406,12570,2,55.0
407,12600,2,56.0
408,12630,2,55.0
409,12660,2,55.0
410,12690,2,54.0
411,12720,2,55.0
412,12750,2,56.0
413,12780,2,55.0
414,12810,2,56.0
415,12840,2,55.0
416,12870,2,56.0
417,12900,2,55.0
418,12930,2,56.0
419,12960,2,56.0
420,12990,2,55.0
421,13020,2,57.0
422,13050,2,57.0
423,13080,2,57.0
424,13110,2,57.0
425,13140,2,55.0
426,13170,2,56.0
427,13200,2,57.0
428,13230,2,56.0
429,13260,2,55.0
430,13290,2,57.0
431,13320,2,56.0
432,13350,2,59.0
433,13380,2,56.0
434,13410,2,56.0
435,13440,2,57.0
436,13470,2,55.0
437,13500,2,56.0
438,13530,2,56.0
439,13560,2,57.0
440,13590,2,57.0
441,13620,2,57.0
442,13650,2,57.0
443,13680,3,58.0
444,13710,3,57.0
445,13740,3,58.0
446,13770,3,57.0
447,13800,3,58.0
448,13830,3,56.0
449,13860,3,58.0
450,13890,3,58.0
451,13920,3,58.0
452,13950,3,59.0
453,13980,3,55.0
454,14010,3,59.0
455,14040,3,58.0
456,14070,3,57.0
457,14100,3,58.0
458,14130,3,58.0
459,14160,3,59.0
460,14190,2,59.0
461,14220,2,57.0
462,14250,2,56.0
463,14280,2,56.0
464,14310,2,56.0
465,14340,2,58.0
466,14370,2,57.0
467,14400,2,56.0
468,14430,2,58.0
469,14460,2,58.0
470,14490,2,59.0
471,14520,2,59.0
472,14550,3,59.0
473,14580,3,59.0
474,14610,3,57.0
475,14640,2,58.0
476,14670,2,56.0
477,14700,2,58.0
478,14730,2,59.0
479,14760,2,59.0
480,14790,2,58.0
481,14820,2,58.0
482,14850,3,59.0
483,14880,3,58.0
484,14910,3,59.0
485,14940,3,58.0
486,14970,3,60.0
487,15000,3,58.0
488,15030,3,59.0
489,15060,3,59.0
490,15090,0,59.0
491,15120,1,59.0
492,15150,1,58.0
493,15180,1,54.0
494,15210,0,54.0
495,15240,0,62.0
496,15270,1,85.0
497,15300,2,63.0
498,15330,2,58.0
499,15360,2,58.0
500,15390,2,62.0
501,15420,2,59.0
502,15450,2,59.0
503,15480,2,58.0
504,15510,2,59.0
505,15540,2,57.0
506,15570,2,59.0
507,15600,2,59.0
508,15630,2,60.0
509,15660,2,61.0
510,15690,2,60.0
511,15720,2,65.0
512,15750,2,65.0
513,15780,2,67.0
514,15810,5,65.0
515,15840,5,66.0
516,15870,5,65.0
517,15900,5,65.0
518,15930,5,62.0
519,15960,5,66.0
520,15990,5,64.0
521,16020,5,63.0
